date,kaf,,kaf
9/30/86,100.7851206,,1031.188599
10/31/86,121.287528,,137.581955
11/30/86,1.109578066,,84.473801
12/31/86,111.3759349,,257.915652
1/31/87,538.6833407,,501.783938
2/28/87,535.4455237,,305.184923
3/31/87,370.9078718,,521.079294
4/30/87,0,,423.362885
5/31/87,159.3904256,,506.547546
6/30/87,727.4397674,,671.877258
7/31/87,960.223,,1011.422729
8/31/87,386.1808726,,890.149963
9/30/87,373.5323471,,224.053436
10/31/87,225.5869419,,246.611343
11/30/87,119.8240984,,149.942185
12/31/87,581.7241285,,546.393145
1/31/88,393.476587,,572.296023
2/29/88,376.8819136,,292.538408
3/31/88,343.3575415,,0
4/30/88,553.8564589,,4.966579
5/31/88,548.3245,,61.420471
6/30/88,653.1547976,,1070.00293
7/31/88,356.9929904,,1009.722595
8/31/88,524.8399949,,872.877563
9/30/88,476.4273288,,269.32666
10/31/88,559.7589344,,339.849121
11/30/88,321.6519388,,287.786759
12/31/88,370.9349349,,362.018419
1/31/89,737.995217,,762.531741
2/28/89,350.6425237,,509.243059
3/31/89,620.0652036,,554.716013
4/30/89,567.1930994,,480.968933
5/31/89,689.2924005,,693.997192
6/30/89,343.2684768,,600.051575
7/31/89,567.4655,,1106.270264
8/31/89,733.7125,,951.696289
9/30/89,388.75115,,195.805023
10/31/89,272.4905022,,284.169891
11/30/89,207.6701781,,382.126145
12/31/89,304.310038,,268.977007
1/31/90,619.3194517,,935.286074
2/28/90,222.0213978,,179.084017
3/31/90,395.0395,,578.410227
4/30/90,123.2716989,,123.298744
5/31/90,28.90991784,,10.193267
6/30/90,658.1245456,,485.443573
7/31/90,398.9199904,,1003.423767
8/31/90,568.5168726,,783.114685
9/30/90,318.7473282,,158.675598
10/31/90,384.2173092,,225.170029
11/30/90,2.233578066,,180.266632
12/31/90,192.8899121,,0
1/31/91,446.4568412,,292.275884
2/28/91,248.6995237,,433.357378
3/31/91,590.9182036,,525.568735
4/30/91,296.2798288,,203.071304
5/31/91,698.7129125,,167.062363
6/30/91,695.8485152,,843.993774
7/31/91,628.9887388,,1002.028381
8/31/91,562.1062893,,880.228882
9/30/91,468.8381675,,260.664948
10/31/91,494.9558568,,511.893036
11/30/91,8.521578066,,213.558914
12/31/91,185.9428597,,123.220324
1/31/92,214.649587,,528.508425
2/29/92,1502.268916,,484.710344
3/31/92,615.1982036,,549.848398
4/30/92,909.8602479,,262.860596
5/31/92,993.7797044,,921.613586
6/30/92,530.8145,,1164.978149
7/31/92,592.292047,,1017.522644
8/31/92,741.1325,,914.605469
9/30/92,513.3931675,,305.213654
10/31/92,302.3514833,,540.889648
11/30/92,144.1844608,,194.6605541
12/31/92,139.2147895,,418.511461
1/31/93,394.852587,,234.129427
2/28/93,3402.266636,,285.769762
3/31/93,3341.328876,,471.97175
4/30/93,558.2407881,,558.241089
5/31/93,608.0882172,,1581.593872
6/30/93,401.4945,,1294.404907
7/31/93,762.914,,1036.812012
8/31/93,439.0701274,,859.036926
9/30/93,377.7623288,,913.201355
10/31/93,433.5402505,,231.184128
11/30/93,6.233578066,,521.746155
12/31/93,173.3011285,,194.699557
1/31/94,493.8012159,,629.93738
2/28/94,504.7935237,,498.309709
3/31/94,280.8385,,432.106119
4/30/94,837.3740462,,71.95475
5/31/94,415.8395,,714.029785
6/30/94,714.7675,,955.988525
7/31/94,570.5085,,1043.44751
8/31/94,1024.895,,1076.094849
9/30/94,346.0525711,,285.910797
10/31/94,579.6660952,,376.375
11/30/94,297.712881,,263.846909
12/31/94,37.943438,,408.31308
1/31/95,272.6357413,,272.826141
2/28/95,317.2726792,,44.272223
3/31/95,372.67065,,372.671021
4/30/95,156.1380793,,157.046906
5/31/95,311.9519167,,363.493134
6/30/95,2058.026398,,223.546
7/31/95,867.5968326,,150.11026
8/31/95,536.2995,,760.299561
9/30/95,346.6257477,,977.271057
10/31/95,261.8686939,,261.020782
11/30/95,386.1467795,,227.894425
12/31/95,78.01919977,,322.776934
1/31/96,476.3037206,,290.501254
2/29/96,3144.478208,,128.05765
3/31/96,157.42865,,157.428192
4/30/96,123.0565,,291.366617
5/31/96,294.9752172,,346.175537
6/30/96,461.0565,,510.080505
7/31/96,430.0231436,,1166.230469
8/31/96,807.3486199,,879.691345
9/30/96,526.8558598,,1602.728882
10/31/96,522.8820217,,307.621582
11/30/96,143.8547795,,236.818131
12/31/96,3716.691348,,202.667833
1/31/97,621.7421965,,621.558411
2/28/97,162.1599386,,162.166
3/31/97,1002.45335,,0
4/30/97,354.5795975,,272.69242
5/31/97,352.5585,,565.288208
6/30/97,619.0525,,860.352173
7/31/97,1342.608,,1393.807861
8/31/97,429.6145,,871.799988
9/30/97,405.5475813,,1332.54895
10/31/97,455.4500217,,230.471481
11/30/97,22.79557807,,152.371384
12/31/97,135.5463236,,343.432803
1/31/98,154.516587,,208.611849
2/28/98,296.51415,,296.514618
3/31/98,4236.901363,,122.410977
4/30/98,139.0689119,,139.817856
5/31/98,60.3513,,111.551743
6/30/98,234.4268563,,287.561737
7/31/98,1044.435602,,102.738197
8/31/98,477.6695683,,317.392426
9/30/98,241.7065,,815.385254
10/31/98,415.5470217,,200.286194
11/30/98,134.1667795,,227.130173
12/31/98,2272.746181,,303.549333
1/31/99,358.735587,,238.969088
2/28/99,308.4294718,,307.536316
3/31/99,150.4517378,,300.723785
4/30/99,147.4825,,255.412533
5/31/99,379.4082172,,430.607727
6/30/99,926.0836296,,977.283997
7/31/99,1128.89051,,1180.090576
8/31/99,638.0275,,856.236694
9/30/99,419.463931,,1421.885376
10/31/99,501.3774991,,239.722244
11/30/99,30.04355561,,747.6739645
12/31/99,363.793807,,331.7930185
1/31/00,520.719587,,517.703311
2/29/00,210.8727404,,210.873566
3/31/00,230.1082036,,153.518444
4/30/00,970.0933377,,332.29007
5/31/00,142.9805,,194.180649
6/30/00,272.5455,,665.729309
7/31/00,730.9705,,1258.146729
8/31/00,558.9115,,884.305725
9/30/00,382.2265711,,890.528259
10/31/00,393.4134105,,297.870758
11/30/00,75.03203703,,133.252106
12/31/00,311.1278424,,275.794725
1/31/01,538.26983,,871.990908
2/28/01,919.3768274,,416.35689
3/31/01,322.0505427,,480.567087
4/30/01,375.5733379,,598.640442
5/31/01,317.1095,,547.282104
6/30/01,686.5855,,1112.339233
7/31/01,495.1159904,,1033.878906
8/31/01,709.5821274,,883.544495
9/30/01,542.0813288,,333.780945
10/31/01,486.8060277,,536.405518
11/30/01,326.3282675,,272.344712
12/31/01,1503.861722,,371.287554
1/31/02,317.1668926,,366.780551
2/28/02,514.1065237,,377.750658
3/31/02,600.3189866,,543.149973
4/30/02,953.5240094,,775.860535
5/31/02,602.6835,,844.750549
6/30/02,945.0736296,,996.273865
7/31/02,546.1415,,1078.880737
8/31/02,741.2105683,,1009.358398
9/30/02,462.631931,,251.923218
10/31/02,348.0499382,,563.474915
11/30/02,172.5241781,,346.979325
12/31/02,417.3681285,,261.210771
1/31/03,3216.494233,,497.152407
2/28/03,509.5572871,,477.74489
3/31/03,366.8044383,,541.301707
4/30/03,1144.38906,,1148.860962
5/31/03,2112.316983,,2229.130859
6/30/03,978.5916296,,1016.486084
7/31/03,1301.863,,1353.0625
8/31/03,752.5970126,,829.318604
9/30/03,0,,615.207947
