date,kaf,kaf,kaf
2/28/31,216.5912693,252.4212693,-35.83
3/31/31,255.8593743,296.6193743,-40.76
4/30/31,321.06997,321.06997,0
5/31/31,415.2963132,415.2963132,0
6/30/31,395.6355993,395.6355993,0
7/31/31,497.9081744,497.9081744,0
8/31/31,624.892202,624.892202,0
9/30/31,198.0236684,198.0236684,0
10/31/31,328.5733018,328.5733018,0
11/30/31,107.5951255,141.4551255,-33.86
12/31/31,430.6956905,466.0256905,-35.33
1/31/32,496.0528456,532.4928456,-36.44
2/29/32,258.8734537,294.7034537,-35.83
3/31/32,356.9230085,397.6830085,-40.76
4/30/32,312.2629897,312.2629897,0
5/31/32,953.4664864,953.4664864,0
6/30/32,1159.195195,1159.195195,0
7/31/32,397.547925,397.547925,0
8/31/32,597.1686274,597.1686274,0
9/30/32,388.0134086,388.0134086,0
10/31/32,423.6652942,423.6652942,0
11/30/32,81.64147987,115.5014799,-33.86000003
12/31/32,200.2554217,235.5854217,-35.33
1/31/33,661.9956783,698.4356783,-36.44
2/28/33,269.2066896,305.0366896,-35.83
3/31/33,380.3675412,421.1275412,-40.76
4/30/33,108.2797748,108.2797748,0
5/31/33,761.8932753,761.8932753,0
6/30/33,1040.80663,1040.80663,0
7/31/33,415.4090984,415.4090984,0
8/31/33,570.2671534,570.2671534,0
9/30/33,409.1945794,409.1945794,0
10/31/33,452.406725,452.406725,0
11/30/33,88.34247987,122.2024799,-33.86000003
12/31/33,505.3216905,540.6516905,-35.33
1/31/34,522.8108456,559.2508456,-36.44
2/28/34,402.1737797,438.0037797,-35.83
3/31/34,269.1070154,309.8670154,-40.76
4/30/34,202.0620665,202.0620665,0
